ticker,count,score
BDVC,0,0
GPEAF,0,0
MRSN,0,0
WETF,0,0
LENTY,0,0
MYE,0,0
RVSGF,0,0
AYX,0,0
MDNGF,0,0
KXIN,0,0
SVNNF,0,0
CRSQ,0,0
TMSPF,0,0
CINSF,0,0
HAUZ,0,0
TTCSD,0,0
AAGIY,0,0
FRIIF,0,0
RBA,0,0
IVOV,0,0
CYCN,0,0
SHOUY,0,0
EAIGF,0,0
PRXIQ,0,0
MGAWY,0,0
QNCCF,0,0
PYPTF,0,0
VUG,0,0
ALDRF,0,0
FSI,0,0
JAGR,0,0
STPGF,0,0
ASUR,0,0
DWNX,0,0
MYHI,0,0
BCAL,0,0
SAAFY,0,0
SRC.PRA,0,0
ELSLF,0,0
SITC.PRA,0,0
UCBJY,0,0
UBANF,0,0
STYLA,0,0
ATMRF,0,0
PRPO,0,0
ISRCF,0,0
SFET,0,0
APTV,0,0
CRSIF,0,0
ACBCQ,0,0
CVI,0,0
DRETF,0,0
HNGR,0,0
WWHC,0,0
FAHE,0,0
NOCT,0,0
ALTA,0,0
SUNYF,0,0
RILYI,0,0
SPBBF,0,0
TLDE,0,0
NGCRF,0,0
SLT,0,0
NEWRF,0,0
ENGFF,0,0
BIIB,0,0
MGMOL,0,0
USDMY,0,0
BLAB,0,0
IPOE,0,0
ONCX,0,0
PACE.U,0,0
AVAXF,0,0
WDGJY,0,0
SVJTL,0,0
EWP,0,0
HCBP,0,0
BCAP,0,0
SPKKY,0,0
PEGX,0,0
EGFEF,0,0
ADPXY,0,0
CNF,0,0
GFNSZ,0,0
EUBG,0,0
JSFCF,0,0
SPRQ.U,0,0
IOSP,0,0
ICITF,0,0
COIHY,0,0
HOFVW,0,0
RIBS,0,0
SNNUF,0,0
AERG,0,0
MCUJF,0,0
IMHDY,0,0
CHGX,0,0
SRTSF,0,0
ECOCF,0,0
IEF,0,0
PCG.PRA,0,0
IMHDF,0,0
MOSAF,0,0
MDMN,0,0
AMNA,0,0
ETAC,0,0
NICXF,0,0
MARXF,0,0
BWACW,0,0
RSYC,0,0
JPPMF,0,0
HDVW,0,0
DNGYF,0,0
CAE,0,0
MCARY,0,0
USVR,0,0
JADG,0,0
NPKYF,0,0
EAGG,0,0
FANDY,0,0
EEGUF,0,0
PHIG,0,0
HFBK,0,0
LOMLF,0,0
EESO,0,0
EGMMF,0,0
VNWTF,0,0
HRDDF,0,0
MHGI,0,0
AEI,0,0
EVOJU,0,0
CRSAW,0,0
MGRB,0,0
KNSL,0,0
VSDA,0,0
EWO,0,0
ENR.PRA,0,0
CPSH,0,0
CEFC,0,0
SATLF,0,0
STNT,0,0
BXMPY,0,0
GFNCP,0,0
SPMXF,0,0
PKKFF,0,0
CIICU,0,0
CHCO,0,0
KERNW,0,0
PSB,0,0
EPGG,0,0
SPLK,0,0
LANDM,0,0
BJRI,0,0
PSA.PRC,0,0
AFCJF,0,0
HKEB,0,0
CHRYY,0,0
KWT,0,0
USMJ,0,0
DGL,0,0
IDVV,0,0
FFMH,0,0
VIAP,0,0
FGFT,0,0
FLRT,0,0
NFE,0,0
RDIB,0,0
CCRV,0,0
BQACY,0,0
SDNWY,0,0
INFN,0,0
PFGTF,0,0
MNBEF,0,0
MONSF,0,0
IDCBY,0,0
HMFAF,0,0
FRC.PRI,0,0
TNXXF,0,0
JADA,0,0
TOAVF,0,0
BLYQ,0,0
IVOG,0,0
LIQDQ,0,0
CHKR,0,0
BPRN,0,0
FSAM,0,0
SNLRF,0,0
MNRIF,0,0
JIH.WS,0,0
NNRI,0,0
IMSIF,0,0
ADWPF,0,0
ARKQ,0,0
QMCQF,0,0
NK,0,0
AMOSF,0,0
MDU,0,0
CYRX,0,0
ASRAF,0,0
WIHLY,0,0
TECK,0,0
RKLC,0,0
NWSLL,0,0
VNMHF,0,0
CHII,0,0
WRLC,0,0
RRRLF,0,0
RILYZ,0,0
ATH.PRD,0,0
MGHCF,0,0
MSAH,0,0
WDOFF,0,0
IGA,0,0
UMFG,0,0
PPOTF,0,0
JXHGF,0,0
MSADY,0,0
PRG,0,0
MXTRF,0,0
SYAAF,0,0
LNGR,0,0
ANDE,0,0
MAKSY,0,0
SVSE,0,0
ASLRF,0,0
HLLF,0,0
CAHO,0,0
TWRKF,0,0
LGTS,0,0
GTGFF,0,0
NLY,0,0
ITHDF,0,0
FRHLF,0,0
VTLR,0,0
WTI,0,0
PRAA,0,0
PSA.PRO,0,0
LYSFY,0,0
BRSI,0,0
EWD,0,0
ATEN,0,0
SPBV,0,0
MPRG,0,0
BVVBY,0,0
BAKBF,0,0
USMV,0,0
LFTRW,0,0
ADNT,0,0
PHMB,0,0
FPFI,0,0
MGLG,0,0
GFIZF,0,0
AVDWF,0,0
WAFDP,0,0
MCFT,0,0
CTCC,0,0
SEM,0,0
SGOV,0,0
DBLV,0,0
HMCOW,0,0
CBOBA,0,0
BLHWF,0,0
SNUG,0,0
NICMF,0,0
ABMC,0,0
CMVLF,0,0
CLTFF,0,0
CLOEF,0,0
GPKUF,0,0
BEEM,0,0
KIO,0,0
NHLE,0,0
PKWY,0,0
ORPEF,0,0
TPRFF,0,0
CUZ,0,0
SGRWF,0,0
LMEFF,0,0
CGPI,0,0
PHGE,0,0
RIGS,0,0
ORRYY,0,0
GPGNF,0,0
ASTPF,0,0
CWPE,0,0
CRQZF,0,0
FLFR,0,0
AGM.A,0,0
HNORY,0,0
DSCSY,0,0
LBAY,0,0
SGBLY,0,0
IONGF,0,0
APSG,0,0
TSHXY,0,0
GHVNF,0,0
BAOB,0,0
TGP.PRB,0,0
PFBI,0,0
JPPIF,0,0
RSAIF,0,0
RMRK,0,0
MRSKF,0,0
YUXXF,0,0
EDONF,0,0
LNCLF,0,0
TSOI,0,0
GPK,0,0
SUNPF,0,0
IWATF,0,0
SSEHW,0,0
MBRTF,0,0
HENI,0,0
TLLYF,0,0
VSBGF,0,0
TGTNF,0,0
BFIIW,0,0
IDFB,0,0
AMLZF,0,0
CPTFF,0,0
DOWLF,0,0
AON,0,0
GLDD,0,0
AVIZF,0,0
RSF,0,0
SDGMF,0,0
PFO,0,0
UOCT,0,0
IWP,0,0
SIMTF,0,0
HLTOF,0,0
CFNB,0,0
SSOF,0,0
MCK,0,0
SPRL,0,0
CVSUF,0,0
SHAUF,0,0
EGRGF,0,0
TSLMF,0,0
PSQ,0,0
IPFF,0,0
LPI,0,0
BTO,0,0
THWWW,0,0
NNUTU,0,0
NUVA,0,0
ONPH,0,0
GEBHF,0,0
GSQD.U,0,0
PWRMF,0,0
SIGIP,0,0
TWNE,0,0
HKGT,0,0
TEAF,0,0
UYG,0,0
CMWAY,0,0
IIPZF,0,0
GELYF,0,0
CBAOF,0,0
WHD,0,0
SMRGF,0,0
FQAL,0,0
EGBB,0,0
OPOF,0,0
BSTO,0,0
NEBCU,0,0
REOVF,0,0
BRDCY,0,0
IWL,0,0
CURN,0,0
MEOH,0,0
KFFLF,0,0
THNPF,0,0
FLSS,0,0
HCGI,0,0
SHYL,0,0
RECLF,0,0
NMCI,0,0
LKADF,0,0
TUYIF,0,0
SCNG,0,0
PCYO,0,0
VUVAF,0,0
BKI,0,0
DLTH,0,0
OFED,0,0
WCCP,0,0
PICC.U,0,0
LGHHF,0,0
INND,0,0
PCRFY,0,0
LEA,0,0
TYPMF,0,0
APYX,0,0
ACOR,0,0
GEFI,0,0
GHM,0,0
SOPK,0,0
SKGO,0,0
RMIHF,0,0
KSCLF,0,0
APHE,0,0
CMBXF,0,0
ETON,0,0
CARA,0,0
ALFVY,0,0
IOCJY,0,0
RINF,0,0
ALAC,0,0
GVA,0,0
ISSQF,0,0
EOVBF,0,0
VFLQ,0,0
RSKIA,0,0
CWEB,0,0
SVRZF,0,0
SUPV,0,0
LECRF,0,0
SRDX,0,0
CAKFY,0,0
ZYQG,0,0
VFVA,0,0
BNE,0,0
LECBF,0,0
IID,0,0
PEMC,0,0
SGDJ,0,0
SDIPF,0,0
HEGIY,0,0
AXBKY,0,0
FNNCF,0,0
EKSO,0,0
CTXAF,0,0
DFFN,0,0
DWEQ,0,0
LCII,0,0
LNDZF,0,0
CWSRF,0,0
TAP.A,0,0
APAJF,0,0
BDRAF,0,0
HPIFF,0,0
BTVCY,0,0
YADGF,0,0
FPAC.U,0,0
RVNG,0,0
PHIOW,0,0
ORSX,0,0
TMNSF,0,0
RSRL,0,0
CWPS,0,0
ADIWW,0,0
CGW,0,0
EQTXF,0,0
OBGRF,0,0
NHOLF,0,0
CERC,0,0
ORBT,0,0
AMH.PRD,0,0
EVARF,0,0
ASCS,0,0
SPHS,0,0
RISOF,0,0
PGENY,0,0
THNOF,0,0
CLGZF,0,0
ALEC,0,0
TWM,0,0
TKTCY,0,0
SSY,0,0
UTSI,0,0
SRGZ,0,0
MVEN,0,0
BMI,0,0
HURN,0,0
BWAL,0,0
GROLF,0,0
IBO,0,0
CHCT,0,0
BOKFL,0,0
SVOKU,0,0
CTVA,0,0
TENX,0,0
ORENF,0,0
DGTHF,0,0
PGOG,0,0
ABML,0,0
EUOT,0,0
TBVPF,0,0
BZRD,0,0
CKISF,0,0
SOXS,0,0
KEQU,0,0
HVPQF,0,0
IBDSF,0,0
SNKUF,0,0
XTMIF,0,0
PLSI,0,0
ZICX,0,0
BOYAF,0,0
JIUMF,0,0
HEGLF,0,0
TERA,0,0
SVACW,0,0
PORMF,0,0
FLHY,0,0
TYHT,0,0
BKIT,0,0
GEAGF,0,0
DHHXF,0,0
SSYRF,0,0
NEOM,0,0
IMNM,0,0
FREKF,0,0
TMOAF,0,0
NGACW,0,0
HPQFF,0,0
TSYRF,0,0
NTLK,0,0
ATOXF,0,0
XAIR,0,0
GRFFF,0,0
CNPTF,0,0
TNMAF,0,0
OZK,0,0
SAOGF,0,0
NMNZF,0,0
KMUXF,0,0
RPFG,0,0
OCLG,0,0
TTSH,0,0
CKPDY,0,0
YBGJ,0,0
MAGA,0,0
PTCYY,0,0
IVST,0,0
ARSMF,0,0
ADRZF,0,0
ISGAF,0,0
ARCXF,0,0
CBIA,0,0
IGEB,0,0
PINC,0,0
TLGN,0,0
SCGLF,0,0
GLU.PRA,0,0
AVGDF,0,0
LCSHY,0,0
SBGSY,0,0
DVYE,0,0
VYYRF,0,0
GENY,0,0
RY,0,0
ALSN,0,0
SVSN,0,0
WTRO,0,0
JUHL,0,0
UGE,0,0
BJCHY,0,0
PDO,0,0
SIXA,0,0
BLSYF,0,0
SGLB,0,0
MMAC,0,0
IPHI,0,0
BFTR,0,0
GCTAY,0,0
WTT,0,0
LZNN,0,0
GGZ,0,0
NPAWW,0,0
HALMY,0,0
RXEEY,0,0
DINRF,0,0
CPTAL,0,0
ATEST.G,0,0
HINOY,0,0
RDIV,0,0
PXS,0,0
PPH,0,0
SQNS,0,0
PFFR,0,0
RTH,0,0
AMLLF,0,0
BPXXY,0,0
RMGGF,0,0
SRRPF,0,0
GTBP,0,0
GBDV,0,0
HOLX,0,0
CHPGF,0,0
ATA.WS,0,0
GSBC,0,0
LRAXF,0,0
NLY.PRI,0,0
SBSNF,0,0
HRUFF,0,0
WTCZF,0,0
TECL,0,0
HACBF,0,0
PDSSF,0,0
GNKWF,0,0
GJR,0,0
WLDFF,0,0
ORXXF,0,0
NZSTF,0,0
LCYAU,0,0
KSHB,0,0
JPSWF,0,0
TGA,0,0
FULC,0,0
MTAC,0,0
MNTHF,0,0
MLLNF,0,0
BFHJ,0,0
ASXSF,0,0
NCV.PRA,0,0
JKK,0,0
UMDD,0,0
XMMRF,0,0
IBDV,0,0
RBZHF,0,0
GTLA,0,0
ARPC,0,0
STMGF,0,0
LVCLY,0,0
AWH,0,0
SZNTF,0,0
LOKB,0,0
IPOOF,0,0
JRONY,0,0
ITEC,0,0
UFCS,0,0
AYPCF,0,0
AREC,0,0
KGBLY,0,0
AMZA,0,0
VCEB,0,0
KLDO,0,0
IRME,0,0
NBVB,0,0
MTCR,0,0
NTEST,0,0
SNMBQ,0,0
JMST,0,0
TPX,0,0
ELTP,0,0
BNOW,0,0
PLPHF,0,0
PTOG,0,0
ALXN,0,0
ILHMF,0,0
HAHI,0,0
TXN,0,0
WSDMF,0,0
NVPLF,0,0
ONDR,0,0
MHLD,0,0
CXBTF,0,0
DBXKF,0,0
IMBI,0,0
HDVTY,0,0
AIRG,0,0
IMGX,0,0
NRTHF,0,0
ENV,0,0
CSBI,0,0
LRCX,0,0
OIGLF,0,0
TMGEF,0,0
OCFC,0,0
FCTI,0,0
SGUJ,0,0
HYMCZ,0,0
COWNL,0,0
MNBP,0,0
ATRCF,0,0
GOPG,0,0
FLIN,0,0
MSLP,0,0
WLL,0,0
BMTLF,0,0
CVSC,0,0
FRSRF,0,0
SLYG,0,0
GSEE,0,0
SNVIF,0,0
WVFC,0,0
NPMFF,0,0
FRTAY,0,0
CEVE,0,0
CSOD,0,0
PFWIQ,0,0
PEXNY,0,0
FRX.U,0,0
BUSC,0,0
CSLLY,0,0
ISSDY,0,0
ARZTF,0,0
LOWC,0,0
NXNN,0,0
INBI,0,0
ELBSF,0,0
WFAFY,0,0
NTIC,0,0
CAGU,0,0
BZUN,0,0
AMSC,0,0
VRNA,0,0
HLLK,0,0
TCI,0,0
DTRO,0,0
EKNPF,0,0
CBBWF,0,0
MANT,0,0
PZD,0,0
AIQ,0,0
ATLS,0,0
AGNCM,0,0
GBERY,0,0
TRUIF,0,0
SEB,0,0
MLTO,0,0
UGHL,0,0
HANNF,0,0
NWYU,0,0
AOTUF,0,0
JUKIY,0,0
DKSHF,0,0
AEGOF,0,0
DKTS,0,0
KBEVF,0,0
DBEZ,0,0
MCHT,0,0
PBMRF,0,0
VIH,0,0
KRNIF,0,0
IAUGF,0,0
BCSF,0,0
PRCRF,0,0
EFFDF,0,0
CBGPY,0,0
INTT,0,0
FRME,0,0
USSHF,0,0
CPROF,0,0
BLIS,0,0
INNI,0,0
KGDEF,0,0
RYNL,0,0
IVATF,0,0
DRMKY,0,0
MAJJ,0,0
VKEMF,0,0
AVEFF,0,0
FOGCF,0,0
YMTKF,0,0
SPFR,0,0
SEEMF,0,0
NPRTF,0,0
AMSA,0,0
OGEN,0,0
BKSB,0,0
MDRSF,0,0
SCFFF,0,0
MINXF,0,0
GYSRF,0,0
KMAG,0,0
ICTAF,0,0
LMRMF,0,0
SKAJ,0,0
FSVEF,0,0
CUSI,0,0
AUKNY,0,0
DSE,0,0
GBXI,0,0
KLTI,0,0
USAC,0,0
AHT.PRF,0,0
PRPI,0,0
NPEGF,0,0
BML.PRL,0,0
DBMBF,0,0
KEP,0,0
ETG,0,0
ADES,0,0
DSUS,0,0
WBII,0,0
WTBFB,0,0
CTAUF,0,0
HZTVF,0,0
GMVMF,0,0
BMMX,0,0
QTVLF,0,0
RTP.U,0,0
CMKI,0,0
OMCL,0,0
ORBC,0,0
WTCG,0,0
TLFX,0,0
BGSF,0,0
TWNAF,0,0
MDEX,0,0
OMHE,0,0
IONS,0,0
GOEVW,0,0
TAER,0,0
FGCN,0,0
EELV,0,0
SQIDF,0,0
CNEBF,0,0
CYTH,0,0
HGBL,0,0
PTFRF,0,0
BIRMF,0,0
SMAWF,0,0
POSH,0,0
HGLB,0,0
EMHI,0,0
TOKCF,0,0
ADZZF,0,0
FCFS,0,0
VHT,0,0
LCRE,0,0
GSDC,0,0
BHF,0,0
ECOLW,0,0
RHHBF,0,0
RSX,0,0
EXD,0,0
BVTK,0,0
IJUL,0,0
GBX,0,0
BSTZ,0,0
IMTO,0,0
SOAGY,0,0
SNWDF,0,0
SMH,0,0
USML,0,0
CTDD,0,0
MLRKF,0,0
GDVTZ,0,0
STRL,0,0
GGISF,0,0
MUC,0,0
MKRO,0,0
EENEF,0,0
IRWD,0,0
NCTY,0,0
BANC.PRD,0,0
SNTW,0,0
IMATF,0,0
BPUZF,0,0
SAUHY,0,0
DGIV,0,0
ALTL,0,0
ISAGF,0,0
ICNAF,0,0
JLFNF,0,0
NEXXY,0,0
ATBHF,0,0
TOKTY,0,0
BDNHF,0,0
PCH,0,0
BPCVF,0,0
AVIG,0,0
TASY,0,0
NKOUF,0,0
CBMB,0,0
UWEFF,0,0
GBHPF,0,0
WSTN,0,0
BTSGF,0,0
WFTLF,0,0
ALTD,0,0
PGNRF,0,0
BTRS,0,0
LCDX,0,0
PMO,0,0
FCLOF,0,0
ZGYH,0,0
MITO,0,0
OBOR,0,0
DCOM,0,0
ARDDF,0,0
LOPP,0,0
LQWC,0,0
EML,0,0
SULMF,0,0
MELI,0,0
SIBE,0,0
FBMCF,0,0
SSAAU,0,0
CCK,0,0
SFUN,0,0
SCX,0,0
AUIAF,0,0
MIPCF,0,0
ORXGF,0,0
FWONB,0,0
IMMG,0,0
TRT,0,0
EFR,0,0
FNI,0,0
KCMH,0,0
SPNUF,0,0
RINO,0,0
KTF,0,0
MHF,0,0
MNTHY,0,0
BNEFF,0,0
ACGL,0,0
WEGYF,0,0
ATVXF,0,0
ARZTY,0,0
ORIC,0,0
LII,0,0
NRPR,0,0
LLESY,0,0
RFLXF,0,0
DFODQ,0,0
SMDCF,0,0
BLPH,0,0
CBHC,0,0
AXTC,0,0
PICO,0,0
PLNE,0,0
TWIRF,0,0
SCGEY,0,0
NWGIW,0,0
PHJMF,0,0
RGRLF,0,0
LFSYF,0,0
AVXL,0,0
SKLUY,0,0
KAEPF,0,0
GSKKF,0,0
CGNX,0,0
HTEC,0,0
AKSLF,0,0
EURI,0,0
NEPH,0,0
BC.PRC,0,0
MTWD,0,0
GNENY,0,0
FFXXF,0,0
FLXS,0,0
PRGAF,0,0
BCBHF,0,0
ROMJF,0,0
OVZM,0,0
ASTC,0,0
TFRY,0,0
DSTFF,0,0
FCRZ,0,0
TFX,0,0
OCA,0,0
IMAX,0,0
RSCI,0,0
AGNCP,0,0
TGRNF,0,0
GYSN,0,0
JHEM,0,0
FPLPF,0,0
DFAU,0,0
SBT,0,0
AXNX,0,0
RESS,0,0
KBBTF,0,0
HYDW,0,0
JULZ,0,0
IYLD,0,0
XRTEF,0,0
EXLGF,0,0
FKKEF,0,0
EVKIF,0,0
NURAF,0,0
IMIAF,0,0
MSVX,0,0
ACKIU,0,0
JOYY,0,0
FJNK,0,0
GPM,0,0
ALSI,0,0
SCOR,0,0
ISGIF,0,0
CHMT,0,0
ANDHF,0,0
SPOC,0,0
BKGFY,0,0
CPA,0,0
WYGPY,0,0
FHBI,0,0
KDSKF,0,0
ASPN,0,0
IVHI,0,0
GTMEY,0,0
SIGI,0,0
PPERY,0,0
LGNDZ,0,0
FTLF,0,0
SBDCF,0,0
PMFIF,0,0
KZHXY,0,0
ETCMY,0,0
CTPR,0,0
TWODY,0,0
CNICF,0,0
EOSEW,0,0
KSPHF,0,0
FDEM,0,0
IMTE,0,0
HIGR,0,0
LWWLY,0,0
AUXRF,0,0
DEO,0,0
FNBM,0,0
ZHCLF,0,0
DCMJF,0,0
SRII,0,0
NSANY,0,0
GGGSF,0,0
MCQEF,0,0
BELP,0,0
MTPP,0,0
CRCW,0,0
ALLY,0,0
EVLMC,0,0
HSTO,0,0
GLCO,0,0
HINOF,0,0
RWVG,0,0
RCCMF,0,0
CKNTF,0,0
OPVLF,0,0
FRDZF,0,0
YTLCF,0,0
KLOC,0,0
WDMSF,0,0
DNLI,0,0
MCS,0,0
TBKCP,0,0
GOVXW,0,0
ECON,0,0
LYXIF,0,0
PTCDF,0,0
PFG,0,0
IFABF,0,0
CERS,0,0
YSHCF,0,0
AVIR,0,0
CDCLF,0,0
ZTLLF,0,0
FJSGF,0,0
EPOKY,0,0
LEMOF,0,0
BCX,0,0
BBLC,0,0
AYI,0,0
ENGT,0,0
WKRCF,0,0
HNRDF,0,0
GDNGY,0,0
VELOU,0,0
ZEOOF,0,0
NGOOL,0,0
NUGL,0,0
CXCQ,0,0
QDLC,0,0
SGGKF,0,0
AGM,0,0
CNCG,0,0
PSKOF,0,0
IHTI,0,0
HLX,0,0
DOOO,0,0
QZMRF,0,0
FRNV,0,0
LYG,0,0
WSRRF,0,0
FRANQ,0,0
SUWN,0,0
ITVMF,0,0
IYJ,0,0
MFH,0,0
STOR,0,0
APPDW,0,0
FXN,0,0
BKD,0,0
AGPYY,0,0
MPHMF,0,0
ISSPF,0,0
XPEL,0,0
WEDXF,0,0
FDDMF,0,0
EXER,0,0
AKRRF,0,0
AKTX,0,0
IWETU,0,0
ARDX,0,0
CVCS,0,0
BGKKF,0,0
ABEO,0,0
GGPXF,0,0
OTPIY,0,0
ISHOF,0,0
ICL,0,0
SAEC,0,0
BUR,0,0
ISRWF,0,0
QVCC,0,0
POPRF,0,0
PGOL,0,0
BFIT,0,0
RIV,0,0
SKTP,0,0
PKBAF,0,0
ESALY,0,0
WLAN,0,0
KNNGF,0,0
ALIM,0,0
FGPPF,0,0
FETM,0,0
PRTT,0,0
RDFN,0,0
MRGN,0,0
PSCU,0,0
LWCTF,0,0
EWT,0,0
DRNK,0,0
SCC,0,0
DITHF,0,0
THR,0,0
PSCO,0,0
AGNCN,0,0
PRI,0,0
ECUI,0,0
BDEC,0,0
EVRZF,0,0
BEIJF,0,0
COCM,0,0
PBIO,0,0
INAN,0,0
VBIX,0,0
AZUL,0,0
HYMPY,0,0
ESP,0,0
TAL,0,0
MDUFF,0,0
PNOV,0,0
ADBCF,0,0
TODCF,0,0
ISHYF,0,0
GLIN,0,0
UNMK,0,0
SLZNF,0,0
RGRX,0,0
EVXXF,0,0
SIMA,0,0
CDTLF,0,0
BOVNF,0,0
FITE,0,0
GNRV,0,0
GTGP,0,0
GLDFF,0,0
CNNE,0,0
PFXF,0,0
HPX.WS,0,0
GCBC,0,0
FLXT,0,0
NGACU,0,0
TXGWU,0,0
BRUZF,0,0
AKZOY,0,0
VLGEA,0,0
CYBNY,0,0
GMVHF,0,0
TNMCF,0,0
WFTSF,0,0
TEUTF,0,0
CKHUY,0,0
ACLTF,0,0
CMSC,0,0
MTEM,0,0
BIONQ,0,0
SLMAF,0,0
IGV,0,0
RYPPF,0,0
HMLA,0,0
BASX,0,0
SLG,0,0
SKLKF,0,0
AAMAF,0,0
LWLG,0,0
EPAM,0,0
AGCO,0,0
NKSJF,0,0
IXN,0,0
IMTFF,0,0
LLKKF,0,0
TWGL,0,0
QRON,0,0
PAND,0,0
CARCF,0,0
APAAF,0,0
GSY,0,0
XLRM,0,0
GRUI,0,0
LNBY,0,0
KISLF,0,0
MGYTF,0,0
ISUUF,0,0
GHC,0,0
ADCV,0,0
ICIZF,0,0
OCLN,0,0
PSMMF,0,0
SPGX,0,0
TRKCY,0,0
CNGO,0,0
ORINF,0,0
QTCHF,0,0
EQSMF,0,0
JPC,0,0
CBSI,0,0
TLTZF,0,0
MPUCF,0,0
GREEF,0,0
WEYS,0,0
ITSMF,0,0
CCHBF,0,0
AHH,0,0
JINFF,0,0
PRYMF,0,0
RQULF,0,0
VTEB,0,0
VALPQ,0,0
ALTUF,0,0
TLVLF,0,0
ARECW,0,0
DBJP,0,0
NPTX,0,0
APPF,0,0
WMNNF,0,0
SPNZF,0,0
LASLY,0,0
EXC,0,0
FIII,0,0
VLXGF,0,0
UVRBY,0,0
ORC,0,0
WKGFF,0,0
SEBOF,0,0
MVBY,0,0
TMDX,0,0
GNOW,0,0
TOILF,0,0
PMEDF,0,0
MEIYF,0,0
KOSCF,0,0
DMPBF,0,0
BDC,0,0
BERI,0,0
CRGP,0,0
PLD,0,0
PMDKY,0,0
PMBY,0,0
HPTO,0,0
BAC.PRK,0,0
KYSEF,0,0
ENSG,0,0
EME,0,0
DLDG,0,0
ORESF,0,0
CGDI,0,0
EVK,0,0
FSEP,0,0
IVUSF,0,0
BKOR,0,0
GUMCF,0,0
HAWWF,0,0
GENC,0,0
ORTIF,0,0
NWVCF,0,0
KHNGY,0,0
PIM,0,0
GALKF,0,0
IAFNF,0,0
EWV,0,0
MAKSF,0,0
MOTV.U,0,0
ECTM,0,0
FDBC,0,0
HMTLY,0,0
NXR,0,0
SSMMF,0,0
CCOM,0,0
MUDSW,0,0
NETGY,0,0
ABQQ,0,0
SHTLF,0,0
ZCPRF,0,0
TXG,0,0
IHIHF,0,0
DSACU,0,0
EVCC,0,0
GSFD,0,0
UBSSF,0,0
RKNVF,0,0
NFTY,0,0
CTG,0,0
VRTK,0,0
RTOXF,0,0
AZTEF,0,0
AMDDW,0,0
IEME,0,0
VHUB,0,0
GAWK,0,0
TAOFF,0,0
LMRKN,0,0
PTVCB,0,0
ETPHF,0,0
VTMC,0,0
INBC,0,0
MREOF,0,0
PRRVF,0,0
YLWWF,0,0
COMT,0,0
FTCVW,0,0
MYMRF,0,0
SRGA,0,0
GNTLF,0,0
BDGXF,0,0
AMGY,0,0
GRUB,0,0
BMMJ,0,0
TPOR,0,0
IGBH,0,0
LGNRF,0,0
IDCN,0,0
HTA,0,0
HSHZY,0,0
SWGNF,0,0
RUPRF,0,0
ISDAF,0,0
AVVH,0,0
NESRF,0,0
PSMD,0,0
SCHX,0,0
WFVLF,0,0
AWWC,0,0
OKIEF,0,0
ISOLF,0,0
SAMG,0,0
SPH,0,0
GDOT,0,0
WMPN,0,0
IHYF,0,0
ITCB,0,0
IHHFF,0,0
HRTUF,0,0
SINA,0,0
PCTI,0,0
OLOXF,0,0
RGDEF,0,0
IWO,0,0
MADI,0,0
VCTL,0,0
PHEC,0,0
AIBEF,0,0
TOMYF,0,0
TNMLF,0,0
ACWEF,0,0
MCIAF,0,0
BKMC,0,0
PRTK,0,0
CCRDF,0,0
TBCCF,0,0
FMNB,0,0
ARR.PRC,0,0
NWWTF,0,0
RNEM,0,0
AVFCF,0,0
CHSTF,0,0
EDZ,0,0
ATXI,0,0
FMN,0,0
SVFA,0,0
OPRA,0,0
RTAS,0,0
HMPQ,0,0
RNET,0,0
SANP,0,0
NWARF,0,0
BSMQ,0,0
EGOV,0,0
PITPF,0,0
GHLD,0,0
INIS,0,0
NGAC,0,0
CWXZF,0,0
AMLYY,0,0
FBHS,0,0
WHLX,0,0
JUVAF,0,0
RRIF,0,0
TTEN,0,0
HKSHF,0,0
GMAB,0,0
ONCR,0,0
FRMUF,0,0
FDCT,0,0
AMIGF,0,0
SOLI,0,0
RJIFF,0,0
YUHCF,0,0
BRSGF,0,0
TBGRF,0,0
NSHSF,0,0
HYFXF,0,0
HRCXF,0,0
GPACF,0,0
MGYOY,0,0
LOIMY,0,0
YY,0,0
JJGTF,0,0
BBJP,0,0
SBFFY,0,0
TOYOF,0,0
DCP.PRB,0,0
ELROF,0,0
TEKK,0,0
SEIGY,0,0
TEGS,0,0
SIEB,0,0
KUYAF,0,0
MBBB,0,0
SSTT,0,0
SIACF,0,0
HCXLY,0,0
TVIPF,0,0
STTDF,0,0
FHN.PRC,0,0
GCXXF,0,0
UONEK,0,0
ASASF,0,0
QADB,0,0
SGAMY,0,0
IOWFF,0,0
TYTN,0,0
AZNCF,0,0
CLPHY,0,0
GRNB,0,0
LCAPW,0,0
USHY,0,0
AFGYF,0,0
CTRE,0,0
HWKN,0,0
WLFFF,0,0
ATNE,0,0
FDEC,0,0
IMPZY,0,0
ROIUF,0,0
PSCM,0,0
PTCP,0,0
SLVTF,0,0
CCWF,0,0
TK,0,0
GEAHF,0,0
IHLHF,0,0
SHWGY,0,0
SKJJF,0,0
XITK,0,0
IONI,0,0
COWI,0,0
RGLS,0,0
MPJFF,0,0
THMNF,0,0
AMFC,0,0
FVANF,0,0
WIZ,0,0
LVVP,0,0
SOLN,0,0
FTBGF,0,0
NIQ,0,0
BCV.PRA,0,0
NAZ,0,0
DBMXF,0,0
MJGCF,0,0
DTY,0,0
MLYBY,0,0
GAXY,0,0
BJCHF,0,0
JPUHF,0,0
CJNHF,0,0
APPN,0,0
IGPK,0,0
GSG,0,0
IDRV,0,0
APLIF,0,0
